City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
143,Norman Wells,65.282,-126.8329,-20.2,76,75,3.44,CA,2021-02-03 01:23:30
144,Aklavik,68.2191,-135.0107,-27.4,68,20,6.91,CA,2021-02-03 01:23:30
145,Sakaiminato,35.55,133.2333,41.0,48,75,20.71,JP,2021-02-03 01:23:30
146,Miracatu,-24.2814,-47.4597,75.06,93,100,1.52,BR,2021-02-03 01:23:30
147,Nemuro,43.3236,145.575,14.0,44,75,9.22,JP,2021-02-03 01:19:20
148,Nome,64.5011,-165.4064,10.99,61,90,19.57,US,2021-02-03 01:23:30
149,Hervey Bay,-25.2986,152.8535,82.99,63,100,11.01,AU,2021-02-03 01:23:31
150,Ribeira Grande,38.5167,-28.7,56.98,66,61,35.23,PT,2021-02-03 01:23:31
151,Mandera,3.9366,41.867,70.97,66,9,6.73,KE,2021-02-03 01:23:31
152,Hindaun,26.7167,77.0167,54.27,41,0,3.36,IN,2021-02-03 01:21:01
153,Salt,32.0392,35.7272,51.8,50,99,10.13,JO,2021-02-03 01:23:31
154,Mantamados,39.3117,26.3339,57.2,82,20,4.61,GR,2021-02-03 01:23:31
155,Jining,35.405,116.5814,44.01,1,0,11.48,CN,2021-02-03 01:23:32
156,Almaznyy,48.0448,40.045,46.4,93,40,8.95,RU,2021-02-03 01:23:32
157,Mahibadhoo,3.7833,72.9667,81.16,80,100,17.58,MV,2021-02-03 01:21:11
158,Kargil,34.5667,76.1,-3.06,74,99,0.98,IN,2021-02-03 01:23:32
159,Biharamulo,-2.6319,31.3089,59.86,95,97,2.24,TZ,2021-02-03 01:23:32
160,Syracuse,37.0881,15.2792,53.01,100,0,3.44,IT,2021-02-03 01:23:32
161,Khorixas,-20.3667,14.9667,67.03,55,0,2.37,NA,2021-02-03 01:21:12
162,Grand Gaube,-20.0064,57.6608,77.0,80,0,1.99,MU,2021-02-03 01:18:36
163,Palmer,42.1584,-72.3287,33.8,80,90,11.5,US,2021-02-03 01:18:39
164,Ancud,-41.8697,-73.8203,60.01,72,0,11.5,CL,2021-02-03 01:23:33
165,Cape Town,-33.9258,18.4232,68.0,82,0,16.11,ZA,2021-02-03 01:22:46
166,Tiznit,29.5833,-9.5,63.81,53,100,0.72,MA,2021-02-03 01:23:33
167,Sorland,67.667,12.6934,31.41,86,77,12.3,NO,2021-02-03 01:22:09
168,Iralaya,15.0,-83.2333,74.68,72,0,17.29,HN,2021-02-03 01:23:34
169,Pishin,30.5803,66.9961,40.19,60,0,4.72,PK,2021-02-03 01:23:34
170,Newport,51.5877,-2.9984,48.99,96,100,4.0,GB,2021-02-03 01:20:16
171,Pinto,40.2415,-3.7,48.99,81,0,4.61,ES,2021-02-03 01:23:34
172,Bethel,41.3712,-73.414,27.0,86,90,5.75,US,2021-02-03 01:19:21
173,Banes,20.9625,-75.7186,66.2,77,20,8.05,CU,2021-02-03 01:23:34
174,Olimpia,-20.7372,-48.9147,77.0,73,90,13.8,BR,2021-02-03 01:23:35
175,Kilindoni,-7.9139,39.6668,80.65,74,0,9.31,TZ,2021-02-03 01:23:35
176,Alihe,50.5667,123.7167,-19.34,78,0,3.36,CN,2021-02-03 01:23:35
177,Healdsburg,38.6105,-122.8692,54.0,62,40,11.5,US,2021-02-03 01:21:03
178,Boa Vista,2.8197,-60.6733,80.6,69,0,5.75,BR,2021-02-03 01:18:55
179,Sarab,38.6066,44.9883,30.61,90,6,1.21,IR,2021-02-03 01:23:36
180,Fairbanks,64.8378,-147.7164,-9.4,70,1,3.65,US,2021-02-03 01:23:36
181,Punta Alta,-38.8759,-62.0736,67.98,61,0,13.06,AR,2021-02-03 01:23:33
182,Bourail,-21.5667,165.4833,71.49,91,100,29.55,NC,2021-02-03 01:23:36
183,Nikolskoye,59.7035,30.7861,23.0,86,75,11.18,RU,2021-02-03 01:23:36
184,Port Alfred,-33.5906,26.891,71.62,69,37,4.74,ZA,2021-02-03 01:23:37
185,Wanaka,-44.7,169.15,72.5,32,70,2.37,NZ,2021-02-03 01:23:37
186,Merrill,45.1805,-89.6835,23.0,86,1,4.41,US,2021-02-03 01:23:37
187,Cidreira,-30.1811,-50.2056,77.83,87,97,14.2,BR,2021-02-03 01:23:37
188,Codrington,-38.2667,141.9667,64.96,61,38,13.11,AU,2021-02-03 01:23:37
189,Itarare,-24.1125,-49.3317,71.01,99,100,4.0,BR,2021-02-03 01:23:37
190,Ecija,37.5422,-5.0826,55.0,87,90,5.75,ES,2021-02-03 01:23:37
191,Gorontalo,0.5412,123.0595,82.02,76,100,0.78,ID,2021-02-03 01:23:38
192,Batagay,67.6333,134.6333,-41.33,77,99,3.38,RU,2021-02-03 01:23:38
193,Birao,10.2849,22.7882,74.68,24,83,3.42,CF,2021-02-03 01:19:31
194,Bontang,0.1333,117.5,79.77,83,100,2.59,ID,2021-02-03 01:19:34
195,Saurimo,-9.6608,20.3916,65.23,97,100,3.98,AO,2021-02-03 01:21:21
196,Key West,24.5557,-81.7826,60.8,72,40,16.11,US,2021-02-03 01:19:41
197,Berlevag,70.8578,29.0864,24.64,91,100,20.58,NO,2021-02-03 01:23:40
198,Barra Patuca,15.8,-84.2833,72.68,78,50,15.95,HN,2021-02-03 01:23:40
199,Santa Maria Del Oro,25.9333,-105.3667,64.85,31,30,10.2,MX,2021-02-03 01:20:20
200,Evensk,61.95,159.2333,13.82,92,100,18.41,RU,2021-02-03 01:23:41
201,Aloleng,16.1307,119.7824,79.52,62,0,11.65,PH,2021-02-03 01:23:41
202,Saint-Leu,-21.15,55.2833,77.0,58,20,2.26,RE,2021-02-03 01:23:41
203,Gizo,-8.103,156.8419,83.91,75,100,12.19,SB,2021-02-03 01:23:41
204,Kyaukse,21.6,96.1333,46.4,76,20,2.44,MM,2021-02-03 01:23:41
205,Gornopravdinsk,60.05,69.9,8.62,96,77,4.65,RU,2021-02-03 01:23:41
206,Bilma,18.6853,12.9164,62.11,29,0,11.39,NE,2021-02-03 01:23:41
207,Tiksi,71.6872,128.8694,-0.49,93,100,14.99,RU,2021-02-03 01:23:41
208,Mahebourg,-20.4081,57.7,78.8,83,20,1.14,MU,2021-02-03 01:23:42
209,Bowen,-20.0167,148.2333,87.8,55,97,9.22,AU,2021-02-03 01:23:42
210,Corn Island,12.1694,-83.0418,78.8,75,29,33.42,NI,2021-02-03 01:23:42
211,Mbandaka,0.0487,18.2603,76.64,75,90,3.33,CD,2021-02-03 01:23:42
212,Margate,51.3813,1.3862,50.0,80,34,1.99,GB,2021-02-03 01:23:42
213,Meulaboh,4.1363,96.1285,76.93,89,100,4.99,ID,2021-02-03 01:23:42
214,Opuwo,-18.0607,13.84,67.86,46,7,3.15,NA,2021-02-03 01:19:24
215,Talnakh,69.4865,88.3972,-13.47,83,91,4.43,RU,2021-02-03 01:23:43
216,Xuddur,4.1213,43.8894,63.43,82,16,17.07,SO,2021-02-03 01:23:43
217,Kathmandu,27.7167,85.3167,39.2,93,20,2.3,NP,2021-02-03 01:20:35
218,Xalpatlahuac,17.4667,-98.6167,61.88,46,0,3.47,MX,2021-02-03 01:23:43
219,Lakselv,70.0513,24.9718,21.2,93,90,11.5,NO,2021-02-03 01:23:43
220,Tessalit,20.1986,1.0114,65.23,23,3,8.86,ML,2021-02-03 01:23:43
221,Marawi,7.9986,124.2928,82.0,79,80,1.99,PH,2021-02-03 01:20:40
222,Bull Savanna,17.8868,-77.5902,69.4,85,3,10.42,JM,2021-02-03 01:20:19
